-4.0,(0.05846238915618873+0j)
-3.919191919191919,(0.07106773570264535+0j)
-3.8383838383838382,(0.06789143517817503+0j)
-3.757575757575758,(0.05045088632750483+0j)
-3.676767676767677,(0.03004851734364339+0j)
-3.595959595959596,(0.02033107958594421+0j)
-3.515151515151515,(0.02812871783001558+0j)
-3.4343434343434343,(0.048565754377079495+0j)
-3.3535353535353534,(0.0680072745897306+0j)
-3.2727272727272725,(0.07305093577411476+0j)
-3.191919191919192,(0.059707204891672416+0j)
-3.111111111111111,(0.0363800684045546+0j)
-3.0303030303030303,(0.018565681520372745+0j)
-2.9494949494949494,(0.018491781049901734+0j)
-2.8686868686868685,(0.036655841193175664+0j)
-2.787878787878788,(0.06112390545958407+0j)
-2.7070707070707067,(0.07525738386462438+0j)
-2.6262626262626263,(0.06898691145230484+0j)
-2.5454545454545454,(0.04587485351980475+0j)
-2.4646464646464645,(0.021144315997310426+0j)
-2.3838383838383836,(0.011583685748998984+0j)
-2.3030303030303028,(0.024118123398995772+0j)
-2.2222222222222223,(0.05072260743943813+0j)
-2.141414141414141,(0.07349231093554215+0j)
-2.0606060606060606,(0.07661854420418945+0j)
-1.9797979797979797,(0.057320690173068845+0j)
-1.8989898989898988,(0.02815103430097715+0j)
-1.818181818181818,(0.00879378173972789+0j)
-1.737373737373737,(0.01273878189537625+0j)
-1.6565656565656566,(0.037818823924880285+0j)
-1.5757575757575757,(0.06727397090944148+0j)
-1.4949494949494948,(0.0809169579231272+0j)
-1.414141414141414,(0.06893630943298046+0j)
-1.333333333333333,(0.03891801789311833+0j)
-1.2525252525252522,(0.01105425941936622+0j)
-1.1717171717171713,(0.004492601498460702+0j)
-1.0909090909090908,(0.024132079813245944+0j)
-1.01010101010101,(0.056928791740787854+0j)
-0.9292929292929291,(0.08053558087737711+0j)
-0.8484848484848482,(0.07854296532990812+0j)
-0.7676767676767673,(0.05188867663778912+0j)
-0.6868686868686864,(0.018489836052792308+0j)
-0.606060606060606,(0.0011779961039655729+0j)
-0.5252525252525251,(0.01199290808709691+0j)
-0.4444444444444442,(0.04378498645965523+0j)
-0.3636363636363633,(0.0749190038063745+0j)
-0.28282828282828243,(0.08403160845212293+0j)
-0.20202020202020154,(0.06473366414826809+0j)
-0.1212121212121211,(0.030101306328960742+0j)
-0.04040404040404022,(0.003795282132707023+0j)
0.040404040404040664,(0.003786930785167786+0j)
0.12121212121212199,(0.03010132739011484+0j)
0.20202020202020243,(0.06473366517288981+0j)
0.2828282828282829,(0.08402954875286328+0j)
0.3636363636363642,(0.07491900490675457+0j)
0.44444444444444464,(0.0437849873179984+0j)
0.525252525252526,(0.011989185271969849+0j)
0.6060606060606064,(0.001177943422180916+0j)
0.6868686868686869,(0.018489829639992184+0j)
0.7676767676767682,(0.05188867428746452+0j)
0.8484848484848486,(0.07854296812814604+0j)
0.92929292929293,(0.08053557969995251+0j)
1.0101010101010104,(0.0569288011309394+0j)
1.0909090909090917,(0.02413207980112797+0j)
1.1717171717171722,(0.004492541978802056+0j)
1.2525252525252526,(0.011054261540477839+0j)
1.333333333333334,(0.03891760427456148+0j)
1.4141414141414144,(0.06893630944768869+0j)
1.4949494949494957,(0.0809169575641695+0j)
1.5757575757575761,(0.06727397302251603+0j)
1.6565656565656575,(0.03781882338272785+0j)
1.737373737373738,(0.012740078277590605+0j)
1.8181818181818183,(0.0087937854476684+0j)
1.8989898989898997,(0.028151123149659396+0j)
1.9797979797979801,(0.057320685164381546+0j)
2.0606060606060614,(0.07661857497711727+0j)
2.141414141414142,(0.07349231215470597+0j)
2.2222222222222223,(0.05072260743943813+0j)
2.3030303030303036,(0.024118123396023594+0j)
2.383838383838384,(0.011582901485586994+0j)
2.4646464646464654,(0.021144310951065892+0j)
2.545454545454546,(0.045874853587649755+0j)
2.626262626262627,(0.06898691107317073+0j)
2.7070707070707076,(0.07525736412620865+0j)
2.787878787878788,(0.06112390545958407+0j)
2.8686868686868694,(0.03665586066576909+0j)
2.94949494949495,(0.01849190897227504+0j)
3.030303030303031,(0.018564959619030708+0j)
3.1111111111111116,(0.03638005527263627+0j)
3.191919191919193,(0.059707204890898036+0j)
3.2727272727272734,(0.07305121104852641+0j)
3.353535353535354,(0.06800727811003893+0j)
3.434343434343435,(0.04856575596797358+0j)
3.5151515151515156,(0.02812871783597376+0j)
3.595959595959597,(0.02033107957171676+0j)
3.6767676767676774,(0.03004852021635307+0j)
3.757575757575758,(0.05045088632750483+0j)
3.838383838383839,(0.06789143526809238+0j)
3.9191919191919196,(0.07106773538486372+0j)
4.0,(0.05846238915618873+0j)
