detuning (MHz),p33
0.3417085427135676,0.05008413470666462
0.3819095477386927,0.04158828088011057
0.42211055276381876,0.03061505487978311
0.4623115577889448,0.019275173469650353
0.5025125628140699,0.009705378278425658
0.5427135678391959,0.0036662934867235375
0.582914572864321,0.0022144604039494586
0.623115577889447,0.005519553015802758
0.6633165829145722,0.012854055338544335
0.7035175879396982,0.022759919908017623
0.7437185929648233,0.03332779082788362
0.7839195979899494,0.04259871024614503
0.8241206030150754,0.04890257216294758
0.8643216080402005,0.051165305953428386
0.9045226130653266,0.049088686222878875
0.9447236180904517,0.043177380841593505
0.9849246231155777,0.03462062624667639
1.0251256281407028,0.025051524839017625
1.0653266331658289,0.01623409825197719
1.105527638190954,0.009738152612963291
1.14572864321608,0.0066662225564297906
1.185929648241206,0.007477690165270667
1.2261306532663312,0.01188251087893566
1.2663316582914572,0.01899910582006803
1.3065326633165824,0.02746270380605309
1.3467336683417084,0.035718647475527
1.3869346733668335,0.04231266051754956
1.4271356783919595,0.04612450562289805
1.4673366834170845,0.04656613872937598
1.5075376884422107,0.04366639886557766
1.5477386934673367,0.03804410354716381
1.5879396984924616,0.03077479887271728
1.6281407035175879,0.023189933917760475
1.6683417085427128,0.016634902342408497
1.7085427135678388,0.012229283264232782
1.748743718592964,0.010681189072998865
1.78894472361809,0.01218534991061504
1.8291457286432151,0.016376270415761063
1.8693467336683411,0.022445643108736424
1.9095477386934672,0.029272632289682465
1.9497487437185923,0.03565561849713095
1.9899497487437183,0.040498763648172176
2.0301507537688437,0.043005931042333634
2.0703517587939695,0.04281058344297062
2.110552763819095,0.040027287218613705
2.1507537688442206,0.035211757951112754
2.190954773869346,0.029257037109950312
2.231155778894472,0.023225617128973752
2.271356783919598,0.018162860058836827
2.311557788944723,0.014917904387221959
2.351758793969849,0.014001340810253948
2.391959798994974,0.015515121979240654
2.4321608040201004,0.019135890132273792
2.4723618090452253,0.024170835800608748
2.512562814070351,0.02972642322657304
2.5527638190954764,0.03483831185207653
2.5929648241206023,0.038643559226212765
2.6331658291457285,0.040523769431739964
2.6733668341708534,0.04020795639822683
2.7135678391959797,0.037806661893585725
2.7537688442211046,0.03378545281660039
2.793969849246231,0.02887595049673808
2.8341708542713557,0.023941166417791315
2.874371859296482,0.019827086504075164
2.914572864321607,0.017218919907453945
2.954773869346733,0.016528383230958732
2.994974874371859,0.01783101434036838
3.0351758793969843,0.02086304941114292
3.07537688442211,0.02506129219370279
3.1155778894472355,0.029683599362981594
3.1557788944723613,0.03393718841782889
3.1959798994974866,0.03710976345624384
3.2361809045226124,0.03868785619484538
3.276381909547738,0.03844090670899303
3.3165829145728636,0.03645353179525679
3.35678391959799,0.033104016866584485
3.3969849246231147,0.028995529353440963
3.437185929648241,0.024844716805671685
3.477386934673366,0.021360050652435403
3.517587939698492,0.019121687961301315
3.557788944723617,0.018485854031355387
3.5979899497487433,0.01952971251447011
3.6381909547738682,0.02204504656923023
3.6783919597989945,0.02557570089123351
3.7185929648241194,0.02950035421299102
3.7587939698492456,0.03314794844763669
3.7989949748743714,0.03591000080928086
3.839195979899497,0.037339349913129594
3.8793969849246226,0.03722351883460662
3.919597989949748,0.035614724865587255
3.9597989949748738,0.03281757551246345
4.0,0.029332268583477816
