detuning (MHz),p33
-4.0,0.029332268583477816
-3.959798994974874,0.03281757551245601
-3.919597989949749,0.03561472486560047
-3.879396984924623,0.03722351883459629
-3.8391959798994977,0.03733934991312993
-3.7989949748743714,0.03591000080928086
-3.758793969849246,0.03314794844763869
-3.7185929648241203,0.02950035421299102
-3.678391959798995,0.025575700891227293
-3.638190954773869,0.0220450465692269
-3.5979899497487438,0.019529712514460562
-3.557788944723618,0.018485854031358717
-3.5175879396984926,0.01912168796131386
-3.477386934673367,0.021360050652435403
-3.437185929648241,0.024844716805671685
-3.396984924623115,0.028995529353440963
-3.35678391959799,0.033104016866584485
-3.316582914572864,0.03645353179529509
-3.2763819095477387,0.03844090670896816
-3.236180904522613,0.03868785619483184
-3.1959798994974875,0.03710976345621009
-3.1557788944723617,0.03393718841782889
-3.1155778894472363,0.02968359936298204
-3.07537688442211,0.02506129219370279
-3.035175879396985,0.020863049411138923
-2.994974874371859,0.01783101434036838
-2.9547738693467336,0.01652838323094241
-2.914572864321608,0.017218919907459607
-2.8743718592964824,0.019827086504075164
-2.8341708542713566,0.02394116641779065
-2.793969849246231,0.02887595049673808
-2.7537688442211055,0.03378545281660006
-2.7135678391959797,0.037806661893585725
-2.6733668341708547,0.04020795639822683
-2.6331658291457285,0.040523769431739964
-2.592964824120603,0.03864355922620477
-2.5527638190954773,0.03483831185206876
-2.512562814070352,0.029726423226570264
-2.472361809045226,0.024170835800591428
-2.4321608040201004,0.019135890132273792
-2.391959798994975,0.015515121979240432
-2.351758793969849,0.014001340810253948
-2.311557788944724,0.014917904387215852
-2.271356783919598,0.018162860058836827
-2.2311557788944723,0.023225617128965537
-2.190954773869347,0.02925703710995009
-2.150753768844221,0.035211757951110756
-2.1105527638190957,0.04002728721861404
-2.07035175879397,0.04281058344297517
-2.030150753768844,0.04300593104233852
-1.9899497487437185,0.04049876364816696
-1.949748743718593,0.03565561849713095
-1.9095477386934674,0.029272632289671696
-1.8693467336683416,0.022445643108713553
-1.829145728643216,0.016376270415761507
-1.7889447236180904,0.01218534991061504
-1.748743718592965,0.010681189073005637
-1.7085427135678395,0.012229283264233004
-1.668341708542714,0.016634902342408386
-1.6281407035175883,0.023189933917760253
-1.5879396984924623,0.03077479887271728
-1.5477386934673367,0.03804410354716381
-1.5075376884422111,0.04366639886557744
-1.4673366834170856,0.04656613872933246
-1.42713567839196,0.04612450562288506
-1.3869346733668344,0.04231266051754967
-1.3467336683417088,0.035718647475498355
-1.3065326633165832,0.0274627038060532
-1.2663316582914577,0.01899910582008857
-1.2261306532663316,0.01188251087879888
-1.185929648241206,0.007477690165270667
-1.1457286432160805,0.006666222556413803
-1.105527638190955,0.009738152612928874
-1.0653266331658293,0.01623409825197497
-1.0251256281407037,0.025051524839017403
-0.9849246231155782,0.03462062624667628
-0.9447236180904526,0.043177380841593394
-0.904522613065327,0.0490886862228781
-0.864321608040201,0.05116530595342761
-0.8241206030150754,0.04890257216294758
-0.7839195979899498,0.042598710246130156
-0.7437185929648242,0.03332779082788384
-0.7035175879396987,0.02275991990801196
-0.6633165829145731,0.01285405533850692
-0.6231155778894475,0.005519553015802647
-0.5829145728643219,0.0022144604039924243
-0.5427135678391964,0.0036662934867235375
-0.5025125628140703,0.009705378278427657
-0.4623115577889448,0.019275173469650353
-0.4221105527638192,0.03061505487977234
-0.3819095477386936,0.04158828088011046
-0.34170854271356804,0.050084134706664396
-0.3015075376884425,0.05443262436567964
-0.26130653266331694,0.05373789669213924
-0.22110552763819136,0.048067927944824396
-0.18090452261306578,0.03845782353393723
-0.1407035175879402,0.0267201021572131
-0.10050251256281416,0.015092182473145921
-0.06030150753768859,0.005804301626288533
-0.02010050251256302,0.0006679441149702869
0.020100502512562554,0.0006679441149891607
0.06030150753768813,0.005804301626288422
0.1005025125628137,0.015092182473146254
0.14070351758793928,0.026720102157116732
0.18090452261306483,0.03845782353392835
0.2211055276381904,0.048067927944792754
0.26130653266331644,0.053737896692172216
0.3015075376884416,0.054432624365681304
